PMID,Title,Abstract,Topic
38793804,Confronting Inequalities and Bridging the Divide: A Retrospective Study Assessment of Country-Level COVID-19 Vaccine Equality with a Cox Regression Model.,"COVID-19 vaccination is vital in reducing illness, hospitalization, and mortality in the face of this global pandemic. However, COVID-19 vaccination rates worldwide remain below WHO public health targets, and persistent structural inequities reduce vaccine uptake likelihood among populations of low socioeconomic status. We conducted a cross-sectional study based on publicly available data from the Our World in Data project. We included all 124 countries with available open epidemic data and a population of more than 5 million. We used a Cox Regression Model, with population, population density, median age, human development index, GDP per capita, gender inequality index, healthcare access and quality index, hospital beds per thousand people, completion rate of primary education, infection cases of COVID-19 by the end of 2022, and death rate due to COVID-19 by the end of 2022 as predictors for model hazard rates of completion of 50% population vaccination. According to our study, countries with higher populations, higher population density, higher human development index, lower gender inequality index, and lower hospital beds per 1000 people had a higher hazard rate, which means they were more likely to achieve 50% population vaccination faster. By utilizing the time to achieve vaccination rate goals as our primary endpoint, we evaluated inequity from a dual perspective, considering both the differences in vaccination rates and the duration required to attain them. Consequently, this study employed survival analysis approaches to gain a comprehensive understanding of vaccine drivers and population-level trends nationally and inform all communities from a statistical perspective to prepare for health emergencies. Development-level standing modified the effects of equal access to COVID-19 vaccination on cumulative cases and mortality, for which countries of low or medium human development tended to fare worse in outcomes than high human development countries. As COVID-19 vaccination efforts evolve, healthcare professionals, scholars, and policymakers need to identify the structural impediments to equitable vaccination awareness, access, and uptake so that future vaccination campaigns are not impeded by these barriers to immunization. Recognizing the complex nature of this significant barrier, it is evident that no single statistical analysis method can comprehensively address all intricacies.",Vaccination Awareness
38728646,"Consensus statements for influenza awareness, prevention, and vaccination in Pakistan.","Influenza is a serious underestimated viral infection in Pakistan and influenza vaccination and vaccination awareness are low. The current work aimed to develop consensus on influenza epidemiology, prevention, vaccination, and awareness in Pakistan.",Vaccination Awareness
38727462,"Assessing the Knowledge of HPV-Associated Oropharyngeal Squamous Cell Carcinoma, HPV Vaccination, and Practice Scope among Saudi Dental Students in the Western Region.","(1) Background: Human papillomavirus (HPV) infection is significantly associated with oropharyngeal squamous cell carcinoma (HPV-OPSCC), which is one of the fastest-growing cancer incidences globally. Dental practitioners play a crucial role in the primary and secondary prevention of HPV-OPSCC. There is little known about dental students' awareness regarding HPV-OPSCC and HPV vaccination, as well as their intention to promote 'primordial prevention' among their patients. HPV vaccine, and the extent of their professional responsibilities. (2) Methods: This cross-sectional study was conducted in the western region of Saudi Arabia and involved undergraduate dental students (n = 688) from six public and private dental schools. Participants were requested to complete a sequential-section anonymous online survey, with 257 successfully completing all sections of the questionnaire. The association between participant characteristics and HPV-OPSCC, HPV vaccination awareness ratings, and perceived engagement in prevention were analyzed using ANOVA and chi-squared testing. A binary logistic regression analysis was conducted to examine the variables linked to these outcomes. (3) Results: Generally, the overall level of awareness of HPV-OPSCC and HPV vaccination was acceptable, with an average score of 53.44 ± 29.3 out of 100. However, a significant knowledge gap was observed, with 53% of respondents being unaware of the common sites for HPV-OPSCC and 63.8% being uninformed of the appropriate age for HPV vaccination. Females and those with a prior history of sexually transmitted diseases (STDs) had considerably higher levels of HPV vaccination knowledge (p < 0.05). The participants showed a favorable attitude towards their responsibility of informing patients about HPV-OPSCC and advocating HPV immunization. (4) Conclusions: This study underscores the need to enhance dental students' understanding of HPV-OPSCC and HPV immunization, enabling them to effectively engage in primary and secondary preventative efforts against HPV-OPSCC.",Vaccination Awareness
38625603,"Flock level socio-economic and other associated risk factors for Peste des petits ruminants (PPR) exposure in sheep and goats in Madhya Pradesh state, India.","To effectively control and eradicate PPR, the comprehensive understanding of risk factors associated with PPR exposure is vital. Hence, this study investigated socioeconomic and other associated risk determinants for PPR exposure at flock level in sheep and goats in a non-vaccination programme implemented Madhya Pradesh state India. A total of 410 sheep and goat flocks, comprised mostly of goats but also some mixed flocks, were surveyed during 2016 using a multistage random sampling procedure. Further, 230 blood samples were also collected from the farmers-reported PPR affected flocks and sera were tested using c-ELISA to confirm PPR exposure. The primary data on socioeconomic factors, farm management factors, health status, vaccination details and other epidemiological risk factors were collected from flock owners and descriptive statistics, chi-square analysis and logistic regression models were fitted to identify the significant risk factors for PPR incidence. The farmer's education, flock size, rearing pattern, and awareness of PPR vaccination were found to be significant pre-disposing risk factors for PPR exposure in the flocks. Hence, the control and eradication strategy need to be designed comprehensively considering the key social factors like education and vaccination awareness along with other flock level risk factors to eradicate PPR by 2030 in consonance with the global plan.",Vaccination Awareness
38466489,Online Scan of Campus Health Resources and HPV Vaccination Information on College and University Websites in the State of Oregon.,"This study is the first to report the results of a scan of the official webpages of all public and private colleges and universities in the state of Oregon, including but not limited to student health services webpages and student handbooks, to identify available services, policies, and educational information on HPV vaccination. The purpose is to describe vaccination services (with a focus on the HPV vaccine), prevention efforts, and institutional policies on vaccination on college and university websites in Oregon. An online scan was conducted from September to November 2020 to collect and describe data from college/university websites across Oregon. Colleges/universities were obtained from the National Center for Education Statistics website. The final sample included 48 colleges/universities. Twenty colleges/universities have a health center with 11 providing the HPV vaccine on campus: most are large public universities and non-religious private colleges. A few religious private universities and one community college offer the vaccine on campus. More than half (n = 26) of Oregon colleges/universities had a webpage specifically designated for immunization information, but only 11 mentioned the HPV vaccine on their immunization webpage. Twelve colleges/universities recommend, and none require the vaccine. Information on HPV vaccination services and education was limited on college/university websites, especially on community college and religious private university websites. Most colleges/universities with a student health center recommend and offer the HPV vaccine on campus. College/university websites may be a low-cost and effective medium to increase HPV vaccination awareness, encourage immunizations, and prevent HPV-associated cancers.",Vaccination Awareness
38133265,"Epidemiology, Molecular Pathogenesis, Immuno-Pathogenesis, Immune Escape Mechanisms and Vaccine Evaluation for HPV-Associated Carcinogenesis.","Human papillomavirus (HPV) is implicated in over 90% of cervical cancer cases, with factors like regional variability, HPV genotype, the population studied, HPV vaccination status, and anatomical sample collection location influencing the prevalence and pathology of HPV-induced cancer. HPV-16 and -18 are mainly responsible for the progression of several cancers, including cervix, anus, vagina, penis, vulva, and oropharynx. The oncogenic ability of HPV is not only sufficient for the progression of malignancy, but also for other tumor-generating steps required for the production of invasive cancer, such as coinfection with other viruses, lifestyle factors such as high parity, smoking, tobacco chewing, use of contraceptives for a long time, and immune responses such as stimulation of chronic stromal inflammation and immune deviation in the tumor microenvironment. Viral evasion from immunosurveillance also supports viral persistence, and virus-like particle-based prophylactic vaccines have been licensed, which are effective against high-risk HPV types. In addition, vaccination awareness programs and preventive strategies could help reduce the rate and incidence of HPV infection. In this review, we emphasize HPV infection and its role in cancer progression, molecular and immunopathogenesis, host immune response, immune evasion by HPV, vaccination, and preventive schemes battling HPV infection and HPV-related cancers.",Vaccination Awareness
38032143,"Awareness, attitudes, and practices on meningococcal serogroup B vaccination in the United States among parents of older adolescents and among young adults.","Meningococcal serogroup B (MenB) vaccination is recommended by the Advisory Committee on Immunization Practices (ACIP) for adolescents and young adults 16-23-years-old under shared clinical decision-making (SCDM). However, MenB vaccination coverage in this population remains low in the United States (US). We investigated the awareness, attitudes, and practices regarding MenB disease and vaccination among parents of 16-18-year-old older adolescents and among 19-23-year-old young adults.",Vaccination Awareness
38025912,Barriers to measles mumps rubella vaccine acceptance in the three southern border provinces of Thailand.,This qualitative study utilizing phenomenological methodology aimed to depict parental measles mumps rubella (MMR) vaccine acceptance through the work experiences of health personnel.,Vaccination Awareness
37889650,"Optimizing Dog Rabies Vaccination Services to the Public: A Discrete Choice Experiment in Guangdong, China.","Vaccination for dogs is essential for controlling rabies and achieving the goal of eliminating dog-mediated rabies globally by 2030. This paper aims to investigate the preferences for public services regarding rabies vaccination, in an effort to optimize the existing rabies vaccination and prevention programs in China. The households investigated had significant preferences for dog rabies vaccination service attributes. The households can be classified into three types: resolute executors (52.13%), mischievous rebels (5.85%), and incentivized compliers (42.02%). The residence, the presence of children in the household, perception of the safety risks, and knowledge of rabies may be sources of heterogeneity. Supportive services on dog rabies vaccination should be made available, such as arranging weekend vaccination services, building mobile vaccination stations, providing home vaccination services, and increasing vaccine supply through multiple channels. Furthermore, multiple measures can be taken to increase rabies vaccination awareness among family members and facilitate dog management innovation to further increase the level of rabies prevention and control.",Vaccination Awareness
37874809,The issue of vaccine refusal: study of risky behaviour.,The aim of this study is to identify the influence of factors that determine the refusal of influenza vaccine among three subjects groups.,Vaccination Awareness
37606643,"Regional Variation in HPV Knowledge and Awareness among American Indians and Alaska Natives: An Analysis of the Health Information National Trends Survey, 2011-2020.","American Indian and Alaskan Native (AIAN) people experience a disproportionately high incidence of human papillomavirus (HPV)-related cancers and mortality, and these rates vary across geographic regions. To address the unexplained regional differences among AIAN people, we describe regional variations and sociodemographic correlates of HPV-related knowledge and HPV vaccination awareness indicators.",Vaccination Awareness
37599807,The issue of vaccine refusal: the study of a risky behavior.,"Influenza is the most common seasonal infectious disease that causes permanent social, economic, and medical problems worldwide. Therefore, the most effective way to prevent influenza is through vaccines. The aim of this study is to identify the influence of factors that determine the refusal of influenza vaccine among three subjects groups.",Vaccination Awareness
37589885,Disparities in HPV and the HPV Vaccine Knowledge Among Non-Hispanic Black Adults in the US - HINTS 2017-2020.,"Disparities persists in HPV awareness and vaccination among different racial and ethnic groups. We assessed disparities in awareness of HPV and the HPV vaccine among non-Hispanic Black US adults. We analyzed the nationally representative data from the Health Information National Trends Survey of US adults 18 years or older (n = 16,092) administered by the National Cancer Institute (HINTS5-Cycle 1,2,3,4) for the years 2017-2020, of which 2,011 (n = 2,011) were non-Hispanic Black adults. Weighted Poisson regression models were used to estimate disparities in HPV and HPV vaccination awareness among non-Hispanic Black US adults. In the US, 63.2% of non-Hispanic Black adults had heard of HPV and 57.6% were aware of the HPV vaccine. Black females had 1.3 and 1.5 times the prevalence of HPV and the HPV vaccine awareness compared to males (PR = 1.3; 95% CI = 1.2-1.4; P ≤ 0.001) and (PR = 1.5; 95% CI = 1.4-1.6; P ≤ 0.001) respectively. Blacks with a college education had 1.8 and 2.2 times the prevalence of HPV and HPV vaccine awareness (PR = 1.8; 95% CI = 1.4-2.4; P ≤ 0.001) and (PR = 2.2; 95% CI = 1.8-2.7; P ≤ 0.001) respectively, compared to those with less than a high school education. Compared to 2017, Black adults with ≤ $35K income were less aware about HPV in 2020. There was evidence of disparities in HPV and HPV vaccine awareness among non-Hispanic Blacks. To foster improvements in HPV vaccine uptake and reduce disparities in HPV-associated cancers, future interventions must target men and disadvantaged populations, for whom awareness gaps exist.",Vaccination Awareness
37480134,The Rabies Free Burkina Faso initiative: an example of how one health-oriented civil society organizations can contribute towards the achievement of the rabies zero by 30 goal.,"While technologies, tools and expertise have proven that countries can be made safe from dog-mediated human rabies, the disease remains a major public health threat in Burkina Faso. The paper reports the experience and success stories of Rabies Free Burkina Faso, an initiative established in 2020 as an example of civil society organization that promotes One Health for integrated rabies control in Africa. As recommended in the Global strategic plan, rabies elimination requires a systematic One Health approach, enhancing pre-exposure and postexposure prophylaxis, dog population management, dog vaccination, awareness raising, diagnosis, surveillance, funding as well as policies and regulations. Rabies Free Burkina Faso was established on 28 September 2020 as not-for-profit organization and aims to strengthen the use of a One Health approach as a non-governmental, multidisciplinary initiative dedicated to promoting rabies elimination. Categories of interventions developed by Rabies Free Burkina Faso cover awareness raising, training and One Health capacity building, dog rabies vaccination, seeking vaccines and providing support, including financial resource to communities to ensure that bite victims are appropriately provided with post-exposure prophylaxis, research, community engagement and joint outbreak investigation in collaboration with competent authorities. Reported success stories confirm the relevance of roles that can be played by Rabies Free Burkina Faso supporting animal health and human health authorities in the fields of rabies control and One Health development in the country.",Vaccination Awareness
37463829,"Parental acceptance of typhoid conjugate vaccine for children aged 6 months to 15 years in an outbreak setting of Lyari Town Karachi, Pakistan.","This study aimed to evaluate the parental acceptance of Typhoid Conjugate Vaccine (TCV) and to determine the predictors of TCV vaccination status among children in an outbreak setting of extensively drug resistant (XDR) typhoid fever in Karachi, Pakistan.",Vaccination Awareness
37376459,"COVID-19 Vaccine Acceptance and Hesitancy among Migrants, Refugees, and Foreign Workers: A Systematic Review and Meta-Analysis.","Despite the effectiveness of current vaccines in reducing the spread and severity of SARS-CoV-2 infections, many people, including migrants, refugees, and foreign workers, are hesitant to be vaccinated. This systematic review and meta-analysis (SRMA) was conducted to determine the pooled prevalence estimate of the acceptance and hesitancy rates of the COVID-19 vaccine among these populations. A comprehensive search of the peer-reviewed literature indexed in PubMed, Scopus, Science Direct, and Web of Science databases was conducted. Initially, 797 potential records were identified, of which 19 articles met the inclusion criteria. A meta-analysis of proportions using data from 14 studies revealed that the overall acceptance rate of COVID vaccination among 29,152 subjects was 56.7% (95% CI: 44.9-68.5%), while the prevalence of vaccine hesitancy among 26,154 migrants reported in 12 studies was estimated to be 31.7% (95% CI: 44.9-68.5%). The acceptance rate for the COVID-19 vaccination first declined from 77.3% in 2020 to 52.9% in 2021 and then slightly increased to 56.1% in 2022. The most frequent factors influencing vaccine hesitancy were worries about vaccine efficacy and safety. Intensive vaccination campaigns should be implemented to raise vaccination awareness among migrants, which will increase the acceptance rate for the COVID-19 vaccine and result in herd immunity.",Vaccination Awareness
37214515,Digital HPV education to increase vaccine uptake among low income women.,The objective of this formative study was to gather women's perspectives in the design and communication modalities of a health kiosk set within a Planned Parenthood setting to promote patient education about the Human papillomavirus (HPV) and to motivate uptake of the HPV vaccine.,Vaccination Awareness
37168516,"Measles Outbreak Investigation in Garda Marta District, Southwestern Ethiopia, 2022: Community-Based Case-Control Study.","A measles outbreak can occur in the presence of an increased number of unvaccinated children; however, the vaccine was available many decades ago, and it is the foremost cause of child mortality, claiming 568 lives (mostly children) worldwide each day. The investigation was aimed at assessing the magnitude and identifying contributing factors for the measles outbreak in the Garda Marta District of Gamo Zone, Southwestern Ethiopia.",Vaccination Awareness
37104930,"Vaccination for seasonal influenza, pneumococcal infection and SARS-CoV-2 in patients with solid tumors: recommendations of the Associazione Italiana di Oncologia Medica (AIOM).","Patients with cancer have a well-known and higher risk of vaccine-preventable diseases (VPDs). VPDs may cause severe complications in this setting due to immune system impairment, malnutrition and oncological treatments. Despite this evidence, vaccination rates are inadequate. The Italian Association of Medical Oncology [Associazione Italiana di Oncologia Medica (AIOM)] has been involved in vaccination awareness since 2014. Based on a careful review of the available data about the immunogenicity, effectiveness and safety of flu, pneumococcal and anti-severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccines, we report the recommendations of the AIOM about these vaccinations in adult patients with solid tumors. The AIOM recommends comprehensive education on the issue of VPDs. We believe that a multidisciplinary care model may improve the vaccination coverage in immunocompromised patients. Continued surveillance, implementation of preventive practices and future well-designed immunological prospective studies are essential for better management of our patients with cancer.",Vaccination Awareness
36996590,Post COVID-19 pulmonary complications in outpatient setting: Insights from a cross-sectional study in a rural academic hospital.,"Post COVID-19 disease pulmonary complications are generally expected among the hospitalized or elderly patients with multiple comorbidities given the gravity of the disease among such patients. However, non-hospitalized patients with less severe symptoms from COVID-19 disease have also been experiencing significant morbidity and difficulty functioning their activities of daily living. Therefore, we aim to characterize post COVID-19 pulmonary complications (symptomatology, clinical and radiological findings) in patients who did not require hospitalization but had significant outpatient visits secondary to COVID-19 sequelae.",Vaccination Awareness
36937956,"Exploring barriers of childhood full vaccination among children living in Siraro District, West Arsi Zone, Oromia region, Ethiopia: A qualitative study.","Childhood immunization is one of the most effective global public health interventions to reduce childhood morbidity and mortality. However, some children remain not fully vaccinated in developing countries due to defaulting from full vaccination, which can put them at risk of acquiring vaccine-preventable disease outbreaks. The barriers to full vaccination were well explored in Ethiopia using a qualitative approach. The study aimed to explore barriers to full childhood vaccination in Siraro District, West Arsi Zone, Oromia, Ethiopia.",Vaccination Awareness
36851134,"The Impact of Social Determinants of Health on Meningococcal Vaccination Awareness, Delivery, and Coverage in Adolescents and Young Adults in the United States: A Systematic Review.","Vaccines remain a fundamental intervention for preventing illness and death. In the United States, suboptimal vaccine uptake in adolescents and young adults has been observed for meningococcal conjugate (MenACWY) and serogroup B meningococcal (MenB) vaccines, particularly among marginalized communities, despite current recommendations by the Advisory Committee on Immunization Practices. A systematic literature search was conducted in the MEDLINE and MEDLINE In-Process, Embase, Cochrane, PsychInfo, and CINAHL databases to identify both drivers of, and barriers to, MenACWY and MenB vaccine uptake in adolescents and young adults. A total of 34 of 46 eligible studies that presented outcomes stratified by race/ethnicity, geography, and socioeconomic status were selected for review. Results showed MenACWY and MenB vaccination coverage in adolescents and young adults is impacted by racial/ethnic, socioeconomic, and geographic disparities. Gaps also exist in insurance for, or access to, these vaccines in adolescents and young adults. Moreover, there was variability in the understanding and implementation of the shared decision-making recommendations for the MenB vaccine. Disease awareness campaigns, increased clarity in accessing all meningococcal vaccines, and further research on the relationships between measures of marginalization and its impact on vaccine coverage in adolescents and young adults are needed to reduce the incidence of severe infections.",Vaccination Awareness
36842014,Assessment of awareness about COVID-19 disease and vaccine uptake.,To evaluate the awareness of individuals about coronavirus disease-2019 disease and vaccines during the pandemic.,Vaccination Awareness
36797274,The importance of cultural tailoring of communicators and media outlets in an influenza vaccination awareness campaign: a digital randomized trial.,"The COVID-19 pandemic has exposed the vulnerability of ethnic minorities again. Health inequity within ethnic minorities has been explained by factors such as higher prevalence of underlying disease, restricted access to care, and lower vaccination rates. In this study, we investigated the effect of cultural tailoring of communicators and media outlets, respectively, on vaccine willingness in an influenza vaccination campaign in the Netherlands. A total of 1226 participants were recruited from two culturally non-tailored media outlets (Dutch newspaper and Facebook), and one media outlet tailored to a large community in the Netherlands with Indian ancestry. The participants from all three media outlets were randomly exposed to a vaccination awareness video delivered by a physician with an Indian or Dutch background, followed by an online survey. Cultural tailoring compared to cultural non-tailoring of communicators showed no difference in improvement of vaccine willingness (13.9% vs. 20.7% increment, respectively, p = 0.083). However, the media outlet tailored to the community with Indian ancestry, resulted in a higher improvement of vaccine willingness compared to non-tailored media outlets (46.7% vs. 14.7% increment, respectively, p < 0.001, unadjusted OR = 5.096). These results suggest that cultural tailoring of media outlets may be critical to effectively reach out to ethnic minorities to help optimize vaccination rates and improve general health.",Vaccination Awareness
36679879,The Effect of the COVID-19 Pandemic on Vaccination Behaviour of Individuals over the Age of 65 Years in Turkey: Single-Centre Experience.,"The aim of this study is to evaluate the awareness of individuals over 65 years of age who have had the COVID-19 vaccine at the Samsun Research and Training Hospital and to evaluate whether the COVID-19 pandemic affected the vaccination behaviour in the geriatric age group. A total of 290 people who were vaccinated against COVID-19 at the Samsun Training and Research Hospital between 16 April 2021 and 16 April 2022 and volunteered to participate in the study were included. The questionnaire form was created by the researchers. According to the national and global guidelines, the seasonal influenza vaccine, Td or Tdap vaccines (tetanus, diphtheria, and pertussis), shingles vaccine, and pneumococcal conjugate vaccine (PCV15 or PCV20), have been recommended to all adults over the age of 65. It was questioned whether the participants had the vaccines recommended for them before and after the pandemic, if they were not vaccinated, what were the reasons, and whether the COVID-19 pandemic affected the general view on vaccination in this age group. Demographic data and comorbidities were also recorded. After each response that showed that the participant was not vaccinated, reasons were investigated with new questions to find out the causes of vaccine refusal or vaccine hesitancy. Finally, all participants were asked whether they would have the relevant vaccinations when offered. It was shown that 282 (94.3%) of the 299 people who participated in the study were considering getting a regular COVID-19 vaccine from now on, while 84.3% of the participants mentioned that the COVID-19 pandemic had a positive effect on their general vaccination behaviour. While 39 (13%) people stated that their view on vaccination was not affected by the pandemic, 8 (2.7%) people stated that it was negatively affected. The most common reason about low vaccination rates before the pandemic was a lack of enough knowledge about the recommended vaccines. The pandemic increased the vaccination awareness among the adult population. We think that vaccination rates may be improved by education of the geriatric population on this subject.",Vaccination Awareness
36560423,Beliefs and Sociodemographic and Occupational Factors Associated with Vaccine Hesitancy among Health Workers.,"Introduction: Vaccine hesitancy has been implicated in the low-vaccination coverage in several countries. Knowledge about vaccine hesitancy predictors in health workers is essential because they play a central role in communication about the importance and safety of vaccines. This study aimed to assess beliefs and sociodemographic and occupational factors associated with vaccine hesitancy in health workers. Methods: This was a cross-sectional study among 453 health workers in primary and medium complexity services in a municipality in the state of Bahia, Brazil. The variable vaccine hesitancy was operationalized based on the answers related to incomplete vaccination against hepatitis B, measles, mumps and rubella, and diphtheria and tetanus. Associations between variables were expressed as prevalence ratios (PR) and their respective 95% confidence intervals (CI). Results: Endemic disease combat agents, administrative service workers, and support staff had the highest levels of vaccine hesitancy. Among the analyzed variables, the following were associated with vaccine hesitancy: working in secondary health care services (PR: 1.21; CI: 1.07-1.36), working as an endemic disease combat agent (PR = 1.42; 95% CI: 1.165-1.75), not sharing information about vaccines on social media (PR = 1.16; 95% CI: 1.05-1.28), distrusting information about vaccinations (PR: 0.86; CI: 0.75-0.99), and not feeling safe receiving new vaccines (PR = 1.16; 95% CI: 1.06-1.28). Conclusions: Strategies to enhance confidence in vaccination among health workers should consider differences in occupations and their working settings. Improving vaccination-related content in training and continuing education activities and facilitating access to onsite vaccinations at the workplace are crucial elements to reduce vaccine hesitancy among health workers.",Vaccination Awareness
36519778,"In-home healthcare worker COVID-19 vaccination awareness, access, and acceptability-An online focus group study.",,Vaccination Awareness
36423006,COVID-19 Vaccination Rates and Factors Affecting Vaccine Hesitancy among Pregnant Women during the Pandemic Period in Turkey: A Single-Center Experience.,"The new coronavirus disease (COVID-19), which was detected in the Wuhan region of China in 2019 and spread rapidly all over the world, was declared a pandemic by the WHO in 2020. Since then, despite widespread recommendations to prevent the spread of the disease and provide treatment for sick people, 6,573,968 people died all over the world, 101,203 of which in Turkey. According to the international adult vaccination guidelines, pregnant women have been recommended to get vaccinated against the new coronavirus disease, as well as influenza and tetanus, during pregnancy. Before this study, not enough information was available about the vaccination awareness and vaccination hesitancy rates of pregnant women living in Turkey. For this reason, we believe that our study will contribute to filling this gap in the literature. The main objective of this study was to investigate the vaccination rates of pregnant women in a local hospital in Turkey and the reasons for vaccine hesitancy in this patient group. The minimum sample size of the study was found to be 241, with 80% power, 0.2 effect size, and 95% confidence interval, at p < 0.05 significance level. We included 247 consecutive pregnant women who applied to the Samsun Training and Research Hospital Gynecology and Obstetrics Outpatient Clinics between January 2022 and April 2022. The researchers prepared a questionnaire by taking into account the characteristics of the local community. A preliminary survey with these questions was also conducted before starting the main study. The mean age of the pregnant women participating in the study was 28.7 ± 5.3 years, and the mean gestational age was 28.2 ± 7.9 weeks. Among the participants, 26.3% were university graduates or had a higher degree, and 17% were actively working; in addition, 93 (37.7%) of the 247 pregnant women had received the COVID-19 vaccine, 203 (82.2%) had received at least one dose of the tetanus vaccine, and only 1 (0.4%) person had been administered the influenza vaccine during pregnancy. The most common reason for COVID-19 vaccine refusal and hesitancy was safety concerns, while the low rates of tetanus and influenza vaccination were due to a lack of knowledge. These results show that it is important to inform and educate the pregnant population on this subject to improve their vaccination behavior.",Vaccination Awareness
36293745,"Disease Progression, Clinical Features, and Risk Factors for Pneumonia in Unvaccinated Children and Adolescents with Measles: A Re-Emerging Disease in Romania.","Measles causes in vaccinated children, with some exceptions, a mild disease, while the unvaccinated can suffer complications that result in serious consequences and even death. Although the introduction of the measles vaccine has reduced the number of cases and the viral spread, the current downward vaccination trend has resulted in the resurgence of the disease. Currently, Romania has a measles vaccination coverage below the 95% safety threshold. Thus, an outbreak started in 2016 and still ongoing in Romania, many cases being identified in the Western region in the pediatric population. Our objective was to conduct a thorough examination of clinical characteristics, evolution, and risk factors in vaccinated and unvaccinated children in this region. To reach our objectives we used a retrospective cohort analysis. The authors reviewed clinical and laboratory data from patients hospitalized at ""Victor Babes"" Hospital for Infectious Diseases and Pulmonology in Timisoara. We found a total of 136 qualifying cases of measles among the children admitted to this facility. The two comparison groups consisted of 104 children under 10 years and 32 patients between 10 and 18 years. An important characteristic of both study groups was the high prevalence of patients from the Roma ethnicity, which, although represents a minority in Romania, the prevalence was over 40% in the current study. The infection source was in 40.4% of children under 10 years inside the family, while 71.9% of infections in the group of adolescents were isolated (p-value = 0.047). The multivariate risk factor analysis identified as independent risk factors for the development of pneumonia the older age of patients (OR = 1.62), poor nutritional status (OR = 1.25), Roma ethnicity (OR = 2.44), presence of anemia (OR = 1.58), and procalcitonin (OR = 3.09). It is essential to handle these risk factors in a patient with measles, especially in conjunction with an unknown vaccination status. To achieve a vaccination rate greater than 95 percent for Romanian children, measles vaccination awareness must be promoted, moreover in the Roma population. More comprehensive preventative methods must be developed promptly with the objective of eradicating measles in Romania via a vigorous vaccination campaign.",Vaccination Awareness
36187686,Digital health literacy for COVID-19 vaccination and intention to be immunized: A cross sectional multi-country study among the general adult population.,"It is clear that medical science has advanced much in the past few decades with the development of vaccines and this is even true for the novel coronavirus outbreak. By late 2020, COVID-19 vaccines were starting to be approved by national and global regulators, and across 2021, there was a global rollout of several vaccines. Despite rolling out vaccination programs successfully, there has been a cause of concern regarding uptake of vaccine due to vaccine hesitancy. In tackling the vaccine hesitancy and improving the overall vaccination rates, digital health literacy (DHL) could play a major role. Therefore, the aim of this study is to assess the digital health literacy and its relevance to the COVID-19 vaccination.",Vaccination Awareness
36145449,Biological Profile and Clinical Features as Determinants for Prolonged Hospitalization in Adult Patients with Measles: A Monocentric Study in Western Romania.,"Measles is a highly infectious and sometimes deadly illness that is preventable with vaccination. The present research aims to analyze the most recent measles epidemic from Romania that occurred in a population with a falling desire to receive immunizations, by detailing the clinical picture and biological profile of hospitalized patients. A secondary goal of the present research is to identify characteristics that increase the likelihood of a longer hospitalization and the development of measles-related pneumonia. A retrospective cohort study was conducted to follow the course and effects of measles virus infection in adult hospitalized patients who were divided into two groups based on whether they had been in the hospital for more than 6 days or fewer than 6 days. A total of 114 adult patients with measles were eligible to participate in the trial if they had a positive measles-specific IgM antibody test resulting from the study. The average age in the short hospital stay group was 28.1 years, while the average age in the long hospital stay group was 31.9 years. There was a statistically significant difference in the number of Roma persons in the research groups, with 17.4 percent of them having a lengthy hospital stay compared to 5.9 percent in the group with a short hospital stay, according to the findings. It was observed that many patients had a long hospitalization associated with chronic lung disease (OR = 1.07), liver damage (OR = 1.66), Roma ethnicity (OR = 1.79), a long duration elapsed from the last MMR dose (OR = 2.02), elevated c-reactive protein (OR = 2.17), the presence of bilateral pulmonary condensations on X-ray (OR = 3.13), and elevated procalcitonin (OR = 3.49). The same significant independent risk factors were also associated with the development of pneumonia. It is of imperative need to address these risk factors in a patient with measles, moreover in association with an unknown status of vaccination. Vaccination awareness against measles must be pushed in Romania to determine a higher than 95% coverage. Significant efforts are still needed to ensure improved protection against measles epidemics within a specific region or population and, more importantly, in patients with significant risk factors for complications, as described in this study.",Vaccination Awareness
36117581,COVID-19 Vaccine Acceptance and Its Risk Factors in Iranian Health Workers 2021.,Ensuring vaccine acceptance in societies is a growing challenge for healthcare systems worldwide. This study aimed to identify factors associated with vaccine acceptance rates.,Vaccination Awareness
36093363,Investigating Media Coverage and Public Perceptions of the HPV Vaccine in China - A Content Analysis of Weibo Posts.,"Human papillomavirus (HPV) is one of the most common sexually transmitted infections worldwide. The HPV vaccination has been widely advocated around the world since the vaccine is beneficial in avoiding diseases, including some sexually transmitted diseases, brought on by HPV infections. For most Chinese, the HPV vaccine is still a relatively new concept, having only been made available to the general public in 2016. Despite the vaccine's increased prominence, there is still a lack of investigation about how the public is influencing the conversation about HPV vaccines and the public's perception of this vaccine. With the theoretical construct of the Health Belief Model, this study conducts both quantitative and qualitative content analysis to investigate the existing media narratives around HPV vaccines in China and the changes in public opinion by looking at users' contributions on Weibo, one of China's most popular social networking sites. It was found that different groups of Weibo users had contributed to diverse narratives surrounding HPV vaccination. Though the public awareness of HPV vaccination had been improved along with increasingly active communication practices and enhanced public health services, public knowledge about HPV remains inadequate. Therefore, to facilitate the popularisation of HPV related knowledge, more effort should be invested in tailoring and disseminating messages that communicate responsive and comprehensive HPV related information.",Vaccination Awareness
